doi;coo_authors;year
;Abdulkadir Canatar, Blake Bordelon, Cengiz Pehlevan;2021
;Blake Bordelon, Cengiz Pehlevan;2021
;Matthew Farrell, Blake Bordelon, Shubhendu Trivedi, Cengiz Pehlevan;2021
;Alexander Atanasov, Blake Bordelon, Cengiz Pehlevan;2021
;Trenton Bricken, Cengiz Pehlevan;2021
;Jacob A. Zavatone-Veth, Cengiz Pehlevan;2021
10.3389/FNCOM.2020.00055;Cengiz Pehlevan, Xinyuan Zhao, Anirvan M. Sengupta, Dmitri B. Chklovskii;2020
10.1109/ICASSP40776.2020.9053114;Alper T. Erdogan, Cengiz Pehlevan;2020
;Blake Bordelon, Abdulkadir Canatar, Cengiz Pehlevan;2020
;Yibo Jiang, Cengiz Pehlevan;2020
;Qianyi Li, Cengiz Pehlevan;2020
;Blake Bordelon, Abdulkadir Canatar, Cengiz Pehlevan;2020
;Shanshan Qin, Nayantara Mudur, Cengiz Pehlevan;2020
;Alper T. Erdogan, Cengiz Pehlevan;2020
;Abdulkadir Canatar, Blake Bordelon, Cengiz Pehlevan;2020
;Yibo Jiang, Cengiz Pehlevan;2020
;Jacob A. Zavatone-Veth, Cengiz Pehlevan;2020
10.1109/MSP.2019.2933846;Cengiz Pehlevan, Dmitri B. Chklovskii;2019
10.1109/IEEECONF44664.2019.9048921;Harshvardhan Sikka, Weishun Zhong, Jun Yin 0002, Cengiz Pehlevan;2019
10.1109/ICASSP.2019.8682290;Cengiz Pehlevan;2019
;Dina Obeid, Hugo Ramambason, Cengiz Pehlevan;2019
;Cengiz Pehlevan;2019
;Cengiz Pehlevan, Dmitri B. Chklovskii;2019
;Dina Obeid, Hugo Ramambason, Cengiz Pehlevan;2019
;Harshvardhan Sikka, Weishun Zhong, Jun Yin 0002, Cengiz Pehlevan;2019
10.1162/NECO_A_01018;Cengiz Pehlevan, Anirvan M. Sengupta, Dmitri B. Chklovskii;2018
10.1109/ACSSC.2018.8645109;Victor Minden, Cengiz Pehlevan, Dmitri B. Chklovskii;2018
10.1109/BIGDATA.2018.8622026;Andrea Giovannucci, Victor Minden, Cengiz Pehlevan, Dmitri B. Chklovskii;2018
;Anirvan M. Sengupta, Cengiz Pehlevan, Mariano Tepper, Alexander Genkin, Dmitri B. Chklovskii;2018
;Andrea Giovannucci, Victor Minden, Cengiz Pehlevan, Dmitri B. Chklovskii;2018
10.1162/NECO_A_01007;Cengiz Pehlevan, Sreyas Mohan, Dmitri B. Chklovskii;2017
10.1109/ACSSC.2017.8335410;Cengiz Pehlevan, Alexander Genkin, Dmitri B. Chklovskii;2017
10.1109/SIU.2017.7960683;Cengiz Pehlevan, Anirvan M. Sengupta;2017
;Cengiz Pehlevan, Sreyas Mohan, Dmitri B. Chklovskii;2017
;Cengiz Pehlevan, Anirvan M. Sengupta, Dmitri B. Chklovskii;2017
10.1109/ACSSC.2016.7869658;Reza Abbasi-Asl, Cengiz Pehlevan, Bin Yu 0001, Dmitri B. Chklovskii;2016
10.1109/ACSSC.2016.7869625;Yuansi Chen, Cengiz Pehlevan, Dmitri B. Chklovskii;2016
;Yuansi Chen, Cengiz Pehlevan, Dmitri B. Chklovskii;2016
10.1162/NECO_A_00745;Cengiz Pehlevan, Tao Hu 0005, Dmitri B. Chklovskii;2015
10.1109/ALLERTON.2015.7447180;Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Tao Hu 0005, Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Cengiz Pehlevan, Dmitri B. Chklovskii;2015
;Cengiz Pehlevan, Tao Hu 0005, Dmitri B. Chklovskii;2015
10.1109/ACSSC.2014.7094519;Tao Hu 0005, Cengiz Pehlevan, Dmitri B. Chklovskii;2014
10.1109/ACSSC.2014.7094553;Cengiz Pehlevan, Dmitri B. Chklovskii;2014
10.1109/ACSSC.2013.6810296;Tao Hu 0005, Zaid J. Towfic, Cengiz Pehlevan, Alex V. Genkin, Dmitri B. Chklovskii;2013
10.1145/3450626.3459765;Mallikarjun B. R. 0001, Ayush Tewari, Abdallah Dib, Tim Weyrich, Bernd Bickel, Hans-Peter Seidel, Hanspeter Pfister, Wojciech Matusik, Louis Chevallier, Mohamed Elgharib, Christian Theobalt;2021
10.1109/CVPR46437.2021.00476;Mallikarjun B. R. 0001, Ayush Tewari, Tae-Hyun Oh, Tim Weyrich, Bernd Bickel, Hans-Peter Seidel, Hanspeter Pfister, Wojciech Matusik, Mohamed Elgharib, Christian Theobalt;2021
;Mallikarjun B. R. 0001, Ayush Tewari, Abdallah Dib, Tim Weyrich, Bernd Bickel, Hans-Peter Seidel, Hanspeter Pfister, Wojciech Matusik, Louis Chevallier, Mohamed Elgharib, Christian Theobalt;2021
;Mallikarjun B. R. 0001, Ayush Tewari, Tae-Hyun Oh, Tim Weyrich, Bernd Bickel, Hans-Peter Seidel, Hanspeter Pfister, Wojciech Matusik, Mohamed Elgharib, Christian Theobalt;2020
10.1145/2816795.2818082;Helge Rhodin, James Tompkin 0001, Kwang In Kim, Edilson de Aguiar, Hanspeter Pfister, Hans-Peter Seidel, Christian Theobalt;2015
10.1109/MCG.2022.3222042;Tica Lin, Zhutian Chen, Johanna Beyer, Yingcai Wu, Hanspeter Pfister, Yalong Yang 0001;2023
10.1109/TVCG.2022.3209497;Zhutian Chen, Qisen Yang, Xiao Xie, Johanna Beyer, Haijun Xia, Yingcai Wu, Hanspeter Pfister;2023
10.1109/TVCG.2022.3209353;Tica Lin, Zhutian Chen, Yalong Yang 0001, Daniele Chiappalupi, Johanna Beyer, Hanspeter Pfister;2023
10.1109/TVCG.2021.3133511;Tica Lin, Yalong Yang 0001, Johanna Beyer, Hanspeter Pfister;2023
10.1109/TVCG.2022.3209479;Hendrik Strobelt, Albert Webson, Victor Sanh, Benjamin Hoover, Johanna Beyer, Hanspeter Pfister, Alexander M. Rush;2023
10.1109/TVCG.2022.3209378;Simon Warchol, Robert Krüger, Ajit Johnson Nirmal, Giorgio Gaglia, Jared Jessup, Cecily C. Ritch, John Hoffer, Jeremy Muhlich, Megan L. Burger, Tyler Jacks, Sandro Santagata, Peter K. Sorger, Hanspeter Pfister;2023
10.48550/ARXIV.2301.11516;Helen H. Huang, Hanspeter Pfister, Yalong Yang 0001;2023
10.48550/ARXIV.2302.00545;Jingpeng Wu, Yicong Li 0002, Nishika Gupta, Kazunori Shinomiya, Pat Gunn, Alexey Polilov, Hanspeter Pfister, Dmitri B. Chklovskii, Donglai Wei 0001;2023
10.48550/ARXIV.2302.03819;Tri Nguyen, Mukul Narwani, Mark Larson, Yicong Li 0002, Shuhan Xie, Hanspeter Pfister, Donglai Wei 0001, Nir Shavit, Lu Mi, Alexandra Pacureanu, Wei-Chung Lee, Aaron T. Kuan;2023
10.48550/ARXIV.2303.03476;Zhutian Chen, Qisen Yang, Jiarui Shan, Tica Lin, Johanna Beyer, Haijun Xia, Hanspeter Pfister;2023
10.1111/CGF.14574;Johanna Beyer, Jakob Troidl, Saeed Boorboor, Markus Hadwiger, Arie E. Kaufman, Hanspeter Pfister;2022
10.1111/CGF.14532;Jakob Troidl, Corrado Calì, Eduard Gröller, Hanspeter Pfister, Markus Hadwiger, Johanna Beyer;2022
10.1038/S42256-021-00437-5;Spandan Madan, Timothy Henry, Jamell Dozier, Helen Ho, Nishchal Bhandari, Tomotake Sasaki, Frédo Durand, Hanspeter Pfister, Xavier Boix;2022
10.1016/J.NEUNET.2022.07.026;Akira Sakai, Taro Sunagawa, Spandan Madan, Kanata Suzuki, Takashi Katoh, Hiromichi Kobashi, Hanspeter Pfister, Pawan Sinha, Xavier Boix, Tomotake Sasaki;2022
10.1109/TMI.2022.3164343;Brian Matejek, Tim Franzmeyer, Donglai Wei 0001, Xueying Wang, Jinglin Zhao, Kálmán Palágyi, Jeff W. Lichtman, Hanspeter Pfister;2022
10.1109/TVCG.2021.3114786;Jared Jessup, Robert Krüger, Simon Warchol, John Hoffer, Jeremy Muhlich, Cecily C. Ritch, Giorgio Gaglia, Shannon Coy, Yu-An Chen, Jia-Ren Lin, Sandro Santagata, Peter K. Sorger, Hanspeter Pfister;2022
10.1109/TVCG.2020.3025090;Naoko Sawada, Makoto Uemura, Johanna Beyer, Hanspeter Pfister, Issei Fujishiro;2022
10.1109/TVCG.2021.3114845;Hendrik Strobelt, Jambay Kinley, Robert Krüger, Johanna Beyer, Hanspeter Pfister, Alexander M. Rush;2022
10.1109/TVCG.2022.3182488;Weikai Yang, Xi Ye, Xingxing Zhang, Lanxi Xiao, Jiazhi Xia, Zhongyuan Wang 0006, Jun Zhu 0001, Hanspeter Pfister, Shixia Liu;2022
;Pramod Rao, Mallikarjun B. R. 0001, Gereon Fox, Tim Weyrich, Bernd Bickel, Hanspeter Pfister, Wojciech Matusik, Ayush Tewari, Christian Theobalt, Mohamed Elgharib;2022
10.1145/3491102.3517673;Yalong Yang 0001, Wenyu Xia, Fritz Lekschas, Carolina Nobre, Robert Krüger, Hanspeter Pfister;2022
10.1109/CVPR52688.2022.02037;Donglai Wei 0001, Siddhant Kharbanda, Sarthak Arora, Roshan Roy, Nishant Jain, Akash Palrecha, Tanav Shah, Shray Mathur, Ritik Mathur, Abhijay Kemkar, Anirudh Srinivasan Chakravarthy, Zudi Lin, Won-Dong Jang, Yansong Tang, Song Bai, James Tompkin 0001, Philip H. S. Torr, Hanspeter Pfister;2022
10.1109/CVPRW56347.2022.00102;Boaz Arad, Radu Timofte, Rony Yahel, Nimrod Morag, Amir Bernat, Yuanhao Cai, Jing Lin, Zudi Lin, Haoqian Wang, Yulun Zhang, Hanspeter Pfister, Luc Van Gool, Shuai Liu 0009, Yongqiang Li, Chaoyu Feng, Lei Lei, Jiaojiao Li, Songcheng Du, Chaoxiong Wu, Yihong Leng, Rui Song 0003, Mingwei Zhang, Chongxing Song, Shuyi Zhao, Zhiqiang Lang, Wei Wei 0008, Lei Zhang 0006, Renwei Dian, Tianci Shan, Anjing Guo, Chengguo Feng, Jinyang Liu, Mirko Agarla, Simone Bianco 0001, Marco Buzzelli, Luigi Celona, Raimondo Schettini, Jiang He, Yi Xiao, Jiajun Xiao, Qiangqiang Yuan, Jie Li 0022, Liangpei Zhang 0001, Taesung Kwon, Dohoon Ryu, Hyokyoung Bae, Hao-Hsiang Yang, Hua-En Chang, Zhi-Kai Huang, Wei-Ting Chen, Sy-Yen Kuo, Junyu Chen, Haiwei Li, Song Liu, Sabari Nathan, K. Uma, B. Sathya Bama, S. Mohamed Mansoor Roomi;2022
10.1109/CVPRW56347.2022.00090;Yuanhao Cai, Jing Lin, Zudi Lin, Haoqian Wang, Yulun Zhang, Hanspeter Pfister, Radu Timofte, Luc Van Gool;2022
10.1109/CVPR52688.2022.00216;Salma Abdel Magid, Zudi Lin, Donglai Wei 0001, Yulun Zhang, Jinjin Gu, Hanspeter Pfister;2022
10.1109/CVPR52688.2022.00561;Zixiang Zhao, Jiangshe Zhang 0001, Shuang Xu, Zudi Lin, Hanspeter Pfister;2022
10.21227/48B7-S821;Leander Lauenburg, Zudi Lin, Ruihan Zhang, Márcia dos Santos, Siyu Huang, Ignacio Arganda-Carreras, Edward S. Boyden, Hanspeter Pfister, Donglai Wei 0001;2022
;Zudi Lin, Prateek Garg, Atmadeep Banerjee, Salma Abdel Magid, Deqing Sun, Yulun Zhang, Luc Van Gool, Donglai Wei 0001, Hanspeter Pfister;2022
10.48550/ARXIV.2203.05109;Yalong Yang 0001, Wenyu Xia, Fritz Lekschas, Carolina Nobre, Robert Krüger, Hanspeter Pfister;2022
10.48550/ARXIV.2204.02844;Yuanhao Cai, Xiaowan Hu, Haoqian Wang, Yulun Zhang, Hanspeter Pfister, Donglai Wei 0001;2022
10.48550/ARXIV.2204.03082;Leander Lauenburg, Zudi Lin, Ruihan Zhang, Márcia dos Santos, Siyu Huang, Ignacio Arganda-Carreras, Edward S. Boyden, Hanspeter Pfister, Donglai Wei 0001;2022
10.48550/ARXIV.2204.07908;Yuanhao Cai, Jing Lin, Zudi Lin, Haoqian Wang, Yulun Zhang, Hanspeter Pfister, Radu Timofte, Luc Van Gool;2022
10.48550/ARXIV.2206.04372;Weikai Yang, Xi Ye, Xingxing Zhang, Lanxi Xiao, Jiazhi Xia, Zhongyuan Wang 0006, Jun Zhu 0001, Hanspeter Pfister, Shixia Liu;2022
10.48550/ARXIV.2206.07802;Spandan Madan, Li You, Mengmi Zhang, Hanspeter Pfister, Gabriel Kreiman;2022
10.48550/ARXIV.2208.07852;Hendrik Strobelt, Albert Webson, Victor Sanh, Benjamin Hoover, Johanna Beyer, Hanspeter Pfister, Alexander M. Rush;2022
10.48550/ARXIV.2209.00202;Tica Lin, Zhutian Chen, Yalong Yang 0001, Daniele Chiappalupi, Johanna Beyer, Hanspeter Pfister;2022
10.48550/ARXIV.2209.03434;Zhutian Chen, Qisen Yang, Xiao Xie, Johanna Beyer, Haijun Xia, Yingcai Wu, Hanspeter Pfister;2022
10.48550/ARXIV.2210.09309;Liang Jin, Shixuan Gu, Donglai Wei 0001, Kaiming Kuang, Hanspeter Pfister, Bingbing Ni, Jiancheng Yang, Ming Li;2022
10.48550/ARXIV.2210.13382;Kenneth Li 0002, Aspen K. Hopkins, David Bau, Fernanda B. Viégas, Hanspeter Pfister, Martin Wattenberg;2022
10.48550/ARXIV.2211.07832;Tica Lin, Zhutian Chen, Johanna Beyer, Yincai Wu, Hanspeter Pfister, Yalong Yang 0001;2022
10.48550/ARXIV.2211.13087;Mengmi Zhang, Giorgia Dellaferrera, Ankur Sikarwar, Marcelo Armendáriz, Noga Mudrik, Prachi Agrawal, Spandan Madan, Andrei Barbu, Haochen Yang, Tanishq Kumar, Meghna Sadwani, Stella Dellaferrera, Michele Pizzochero, Hanspeter Pfister, Gabriel Kreiman;2022
10.48550/ARXIV.2212.04711;Lanqing Guo, Chong Wang, Wenhan Yang, Siyu Huang, Yufei Wang, Hanspeter Pfister, Bihan Wen;2022
10.48550/ARXIV.2212.10431;Siyu Huang, Jie An, Donglai Wei 0001, Jiebo Luo, Hanspeter Pfister;2022
10.1109/MCG.2021.3115413;Johanna Beyer, Yalong Yang 0001, Hanspeter Pfister;2021
10.1111/CGF.14320;Felix Gonda, Xueying Wang, Johanna Beyer, Markus Hadwiger, Jeff W. Lichtman, Hanspeter Pfister;2021
10.1111/CGF.14198;Sarah Schöttler, Yalong Yang 0001, Hanspeter Pfister, Benjamin Bach;2021
10.1145/3447647;Nanxuan Zhao, Quanlong Zheng, Jing Liao 0001, Ying Cao 0001, Hanspeter Pfister, Rynson W. H. Lau;2021
10.1109/TVCG.2020.3028948;Fritz Lekschas, Xinyi Zhou 0005, Wei Chen 0001, Nils Gehlenborg, Benjamin Bach, Hanspeter Pfister;2021
10.1109/TVCG.2020.3030454;Peter Rautek, Matej Mlejnek, Johanna Beyer, Jakob Troidl, Hanspeter Pfister, Thomas Theußl, Markus Hadwiger;2021
10.1109/TVCG.2020.3030427;Yalong Yang 0001, Maxime Cordeil, Johanna Beyer, Tim Dwyer, Kim Marriott, Hanspeter Pfister;2021
10.1109/PACIFICVIS52677.2021.00012;Spandan Madan, Zoya Bylinskii, Carolina Nobre, Matthew Tancik, Adrià Recasens, Kimberli Zhong, Sami Alsheikh, Aude Oliva, Frédo Durand, Hanspeter Pfister;2021
10.1145/3411764.3445649;Tica Lin, Rishi Singh, Yalong Yang 0001, Carolina Nobre, Johanna Beyer, Maurice A. Smith, Hanspeter Pfister;2021
10.1145/3411764.3445382;Carolina Nobre, Dylan Wootton, Zach Cutler, Lane Harrison, Hanspeter Pfister, Alexander Lex;2021
10.1109/ICCV48922.2021.00425;Salma Abdel Magid, Yulun Zhang, Donglai Wei 0001, Won-Dong Jang, Zudi Lin, Yun Fu 0001, Hanspeter Pfister;2021
10.1109/ICCV48922.2021.00424;Yulun Zhang, Donglai Wei 0001, Can Qin, Huan Wang 0014, Hanspeter Pfister, Yun Fu 0001;2021
10.1109/ISBI48211.2021.9434092;Felix Gonda, Donglai Wei 0001, Hanspeter Pfister;2021
10.1007/978-3-030-87193-2_16;Zudi Lin, Donglai Wei 0001, Mariela D. Petkova, Yuelong Wu, Zergham Ahmed, Krishna Swaroop K, Silin Zou, Nils Wendt, Jonathan Boulanger-Weill, Xueying Wang, Nagaraju Dhanyasi, Ignacio Arganda-Carreras, Florian Engert, Jeff Lichtman, Hanspeter Pfister;2021
10.1007/978-3-030-87237-3_35;Stanislav Lukyanenko, Won-Dong Jang, Donglai Wei 0001, Robbert Struyven, Yoon Kim, Brian D. Leahy, Helen Y. Yang, Alexander M. Rush, Dalit Ben-Yosef, Daniel Needleman, Hanspeter Pfister;2021
10.1007/978-3-030-87193-2_17;Donglai Wei 0001, Kisuk Lee, Hanyu Li, Ran Lu, J. Alexander Bae, Zequan Liu, Lifu Zhang, Márcia dos Santos, Zudi Lin, Thomas D. Uram, Xueying Wang, Ignacio Arganda-Carreras, Brian Matejek, Narayanan Kasthuri, Jeff Lichtman, Hanspeter Pfister;2021
10.1007/978-3-030-87193-2_58;Jiancheng Yang, Shixuan Gu, Donglai Wei 0001, Hanspeter Pfister, Bingbing Ni;2021
10.1007/978-3-030-87240-3_55;Jiancheng Yang, Yi He, Kaiming Kuang, Zudi Lin, Hanspeter Pfister, Bingbing Ni;2021
;Yuanhao Cai, Xiaowan Hu, Haoqian Wang, Yulun Zhang, Hanspeter Pfister, Donglai Wei 0001;2021
;Sarah Schöttler, Yalong Yang 0001, Hanspeter Pfister, Benjamin Bach;2021
;Felix Gonda, Donglai Wei 0001, Hanspeter Pfister;2021
;Tica Lin, Rishi Singh, Yalong Yang 0001, Carolina Nobre, Johanna Beyer, Maurice A. Smith, Hanspeter Pfister;2021
;Felix Gonda, Xueying Wang, Johanna Beyer, Markus Hadwiger, Jeff W. Lichtman, Hanspeter Pfister;2021
;Spandan Madan, Tomotake Sasaki, Tzu-Mao Li, Xavier Boix, Hanspeter Pfister;2021
;Donglai Wei 0001, Kisuk Lee, Hanyu Li, Ran Lu, J. Alexander Bae, Zequan Liu, Lifu Zhang, Márcia dos Santos, Zudi Lin, Thomas D. Uram, Xueying Wang, Ignacio Arganda-Carreras, Brian Matejek, Narayanan Kasthuri, Jeff Lichtman, Hanspeter Pfister;2021
;Zudi Lin, Donglai Wei 0001, Mariela D. Petkova, Yuelong Wu, Zergham Ahmed, Krishna Swaroop K, Silin Zou, Nils Wendt, Jonathan Boulanger-Weill, Xueying Wang, Nagaraju Dhanyasi, Ignacio Arganda-Carreras, Florian Engert, Jeff Lichtman, Hanspeter Pfister;2021
;Stanislav Lukyanenko, Won-Dong Jang, Donglai Wei 0001, Robbert Struyven, Yoon Kim, Brian D. Leahy, Helen Y. Yang, Alexander M. Rush, Dalit Ben-Yosef, Daniel Needleman, Hanspeter Pfister;2021
;Jiancheng Yang, Yi He, Kaiming Kuang, Zudi Lin, Hanspeter Pfister, Bingbing Ni;2021
;Jiancheng Yang, Shixuan Gu, Donglai Wei 0001, Hanspeter Pfister, Bingbing Ni;2021
;Avi Cooper, Xavier Boix, Daniel Harari, Spandan Madan, Hanspeter Pfister, Tomotake Sasaki, Pawan Sinha;2021
;Johanna Beyer, Yalong Yang 0001, Hanspeter Pfister;2021
;Jared Jessup, Robert Krüger, Simon Warchol, John Hoffer, Jeremy Muhlich, Cecily C. Ritch, Giorgio Gaglia, Shannon Coy, Yu-An Chen, Jia-Ren Lin, Sandro Santagata, Peter K. Sorger, Hanspeter Pfister;2021
;Hendrik Strobelt, Jambay Kinley, Robert Krüger, Johanna Beyer, Hanspeter Pfister, Alexander M. Rush;2021
;Jiancheng Yang, Rui Shi, Donglai Wei 0001, Zequan Liu, Lin Zhao, Bilian Ke, Hanspeter Pfister, Bingbing Ni;2021
;Akira Sakai, Taro Sunagawa, Spandan Madan, Kanata Suzuki, Takashi Katoh, Hiromichi Kobashi, Hanspeter Pfister, Pawan Sinha, Xavier Boix, Tomotake Sasaki;2021
;Anirudh Srinivasan Chakravarthy, Won-Dong Jang, Zudi Lin, Donglai Wei 0001, Song Bai, Hanspeter Pfister;2021
;Tica Lin, Yalong Yang 0001, Johanna Beyer, Hanspeter Pfister;2021
;Zudi Lin, Donglai Wei 0001, Jeff Lichtman, Hanspeter Pfister;2021
10.1111/CGF.13971;Fritz Lekschas, Brant Peterson, Daniel Haehn, Eric Ma, Nils Gehlenborg, Hanspeter Pfister;2020
10.1109/TVCG.2019.2934300;Michael Behrisch 0001, Tobias Schreck, Hanspeter Pfister;2020
10.1109/TVCG.2019.2934595;Sebastian Gehrmann, Hendrik Strobelt, Robert Krüger, Hanspeter Pfister, Alexander M. Rush;2020
10.1109/TVCG.2019.2934547;Robert Krüger, Johanna Beyer, Won-Dong Jang, Nam Wook Kim, Artem Sokolov, Peter K. Sorger, Hanspeter Pfister;2020
10.1109/TVCG.2019.2934555;Fritz Lekschas, Michael Behrisch 0001, Benjamin Bach, Peter Kerpedjiev, Nils Gehlenborg, Hanspeter Pfister;2020
10.1145/3313831.3376263;Min Lu 0002, Chufeng Wang, Joel Lanir, Nanxuan Zhao, Hanspeter Pfister, Daniel Cohen-Or, Hui Huang 0004;2020
10.1145/3313831.3376618;Nanxuan Zhao, Nam Wook Kim, Laura Mariah Herman, Hanspeter Pfister, Rynson W. H. Lau, Jose Echevarria, Zoya Bylinskii;2020
10.1109/CVPRW50498.2020.00501;Abhimanyu Talwar, Zudi Lin, Donglai Wei 0001, Yuesong Wu, Bowen Zheng, Jinglin Zhao, Won-Dong Jang, Xueying Wang, Jeff Lichtman, Hanspeter Pfister;2020
10.1007/978-3-030-58523-5_7;Zudi Lin, Donglai Wei 0001, Won-Dong Jang, Siyan Zhou, Xupeng Chen, Xueying Wang, Richard Schalek, Daniel R. Berger, Brian Matejek, Lee Kamentsky, Adi Suissa-Peleg, Daniel Haehn, Thouis R. Jones, Toufiq Parag, Jeff Lichtman, Hanspeter Pfister;2020
10.1007/978-3-030-59722-1_3;Brian D. Leahy, Won-Dong Jang, Helen Y. Yang, Robbert Struyven, Donglai Wei 0001, Zhe Sun, Kylie R. Lee, Charlotte Royston, Liz Cam, Yael Kalma, Foad Azem, Dalit Ben-Yosef, Hanspeter Pfister, Daniel Needleman;2020
10.1007/978-3-030-59722-1_1;Salma Abdel Magid, Won-Dong Jang, Denis Schapiro, Donglai Wei 0001, James Tompkin 0001, Peter K. Sorger, Hanspeter Pfister;2020
10.1007/978-3-030-59722-1_7;Donglai Wei 0001, Zudi Lin, Daniel Franco-Barranco, Nils Wendt, Xingyu Liu, Wenjie Yin, Xin Huang, Aarush Gupta, Won-Dong Jang, Xueying Wang, Ignacio Arganda-Carreras, Jeff W. Lichtman, Hanspeter Pfister;2020
10.1137/1.9781611974782.155;Avrim Blum, Ioannis Caragiannis, Nika Haghtalab, Ariel D. Procaccia, Eviatar B. Procaccia, Rohit Vaish;2017
;Avrim Blum, Ioannis Caragiannis, Nika Haghtalab, Ariel D. Procaccia, Eviatar B. Procaccia, Rohit Vaish;2016
10.1007/S10458-008-9073-6;Yoram Bachrach, Ariel Parnes, Ariel D. Procaccia, Jeffrey S. Rosenschein;2009
10.48550/ARXIV.2303.03549;Fabian Baumann, Daniel Halpern 0002, Ariel D. Procaccia, Iyad Rahwan, Itai Shapira, Manuel Wuthrich;2023
10.1007/S10115-021-01637-6;Nicholas Hoernle, Gregory Kehne, Ariel D. Procaccia, Kobi Gal;2022
10.1145/3490486.3538285;Yushi Bai, Uriel Feige, Paul Gölz, Ariel D. Procaccia;2022
10.1145/3490486.3538299;Paul Gölz, Dominik Peters, Ariel D. Procaccia;2022
10.1137/1.9781611977073.148;Ariel D. Procaccia, Jamie Tucker-Foltz;2022
;Paul Gölz, Dominik Peters, Ariel D. Procaccia;2022
10.48550/ARXIV.2206.10660;Edwin Lock, Francisco J. Marmolejo Cossío, Evi Micha, Ariel D. Procaccia;2022
10.48550/ARXIV.2211.15608;Daniel Halpern 0002, Gregory Kehne, Ariel D. Procaccia, Jamie Tucker-Foltz, Manuel Wüthrich;2022
10.1613/JAIR.1.12261;Anson Kahng, Simon Mackenzie, Ariel D. Procaccia;2021
10.1613/JAIR.1.12554;Ritesh Noothigattu, Nihar B. Shah, Ariel D. Procaccia;2021
10.1287/MNSC.2020.3666;Gerdus Benadè, Swaprava Nath, Ariel D. Procaccia, Nisarg Shah 0001;2021
10.1038/S41586-021-03788-6;Bailey Flanigan, Paul Gölz, Anupam Gupta 0001, Brett Hennig, Ariel D. Procaccia;2021
10.1073/PNAS.2010144118;Nika Haghtalab, Matthew O. Jackson, Ariel D. Procaccia;2021
10.1137/20M1313349;Hoon Oh, Ariel D. Procaccia, Warut Suksompong;2021
10.1145/3485012;Paul Gölz, Anson Kahng, Simon Mackenzie, Ariel D. Procaccia;2021
;Daniel Halpern 0002, Gregory Kehne, Dominik Peters, Ariel D. Procaccia, Nisarg Shah 0001, Piotr Skowron 0001;2021
;D. Ellis Hershkowitz, Anson Kahng, Dominik Peters, Ariel D. Procaccia;2021
;Ritesh Noothigattu, Tom Yan, Ariel D. Procaccia;2021
;Dominik Peters, Ariel D. Procaccia;2021
;Tom Yan, Ariel D. Procaccia;2021
;Bailey Flanigan, Gregory Kehne, Ariel D. Procaccia;2021
10.1145/3465456.3467534;Narges Ahani, Paul Gölz, Ariel D. Procaccia, Alexander Teytelboym, Andrew C. Trapp;2021
;D. Ellis Hershkowitz, Anson Kahng, Dominik Peters, Ariel D. Procaccia;2021
;Narges Ahani, Paul Gölz, Ariel D. Procaccia, Alexander Teytelboym, Andrew C. Trapp;2021
;Daniel Halpern 0002, Joseph Y. Halpern, Ali Jadbabaie, Elchanan Mossel, Ariel D. Procaccia, Manon Revel;2021
;Ariel D. Procaccia, Jamie Tucker-Foltz;2021
10.1145/3382131;Ariel D. Procaccia;2020
10.1287/OPRE.2019.1856;Avrim Blum, John P. Dickerson, Nika Haghtalab, Ariel D. Procaccia, Tuomas Sandholm, Ankit Sharma 0001;2020
;Tal Alon, Magdalen Dobson, Ariel D. Procaccia, Inbal Talgam-Cohen, Jamie Tucker-Foltz;2020
;Yasmine Kotturi, Anson Kahng, Ariel D. Procaccia, Chinmay Kulkarni 0001;2020
10.1007/978-3-030-64793-3_2;Zheyuan Ryan Shi, Ariel D. Procaccia, Kevin S. Chan, Sridhar Venkatesan, Noam Ben-Asher, Nandi O. Leslie, Charles A. Kamhoua, Fei Fang;2020
10.1109/ICDM50108.2020.00026;Nicholas Hoernle, Gregory Kehne, Ariel D. Procaccia, Kobi Gal;2020
;Anson Kahng, Gregory Kehne, Ariel D. Procaccia;2020
10.4230/LIPICS.ITCS.2020.65;Bernhard Haeupler, D. Ellis Hershkowitz, Anson Kahng, Ariel D. Procaccia;2020
